ID,Region,Duration,Winner,Hero1,K1,D1,A1,XPM1,GPM1,DMG1,Hero2,K2,D2,A2,XPM2,GPM2,DMG2,Hero3,K3,D3,A3,XPM3,GPM3,DMG3,Hero4,K4,D4,A4,XPM4,GPM4,DMG4,Hero5,K5,D5,A5,XPM5,GPM5,DMG5,Hero6,K6,D6,A6,XPM6,GPM6,DMG6,Hero7,K7,D7,A7,XPM7,GPM7,DMG7,Hero8,K8,D8,A8,XPM8,GPM8,DMG8,Hero9,K9,D9,A9,XPM9,GPM9,DMG9,Hero10,K10,D10,A10,XPM10,GPM10,DMG10
2290842158,Europe West,23:06,Dire,spirit-breaker,2,7,9,267,256,4.6k,necrophos,3,9,4,308,321,4.9k,enchantress,1,3,5,219,264,4.8k,natures-prophet,2,6,4,250,347,4.5k,phantom-lancer,4,2,2,476,431,5.2k,bounty-hunter,5,4,16,276,409,6.5k,invoker,9,2,12,651,692,10.2k,lion,3,5,16,379,344,4.4k,tidehunter,4,1,16,508,446,6.6k,spectre,5,1,19,504,498,9.5k
2290801756,Europe West,50:46,Radiant,spectre,18,7,20,638,661,25.6k,doom,13,3,22,486,409,11.3k,zeus,16,6,24,638,546,30.2k,vengeful-spirit,5,7,25,388,300,5.7k,nyx-assassin,3,7,22,346,246,10.3k,mirana,0,9,6,186,194,1.5k,outworld-devourer,17,8,9,579,481,17.7k,gyrocopter,8,13,17,530,483,19.7k,faceless-void,5,11,16,527,423,9.1k,lion,0,15,14,244,190,4.6k
2290786831,Europe West,43:21,Radiant,ogre-magi,0,4,18,274,223,4.7k,outworld-devourer,12,4,9,437,512,15.2k,zeus,13,1,11,604,507,26.3k,enigma,0,3,17,348,363,5.6k,batrider,2,4,15,437,376,5.6k,weaver,1,4,9,523,456,11.1k,alchemist,7,3,5,587,718,13.6k,night-stalker,4,6,7,286,273,7.3k,io,2,7,9,215,194,4k,keeper-of-the-light,1,7,6,284,262,6.2k
2290773190,Europe West,28:54,Dire,treant-protector,0,4,6,159,175,2.3k,slark,2,7,3,292,293,6.9k,lone-druid,0,10,1,312,249,2.3k,invoker,6,4,0,257,276,8.9k,dazzle,0,9,5,154,167,3k,mirana,5,3,21,357,423,6.5k,phoenix,7,2,19,393,361,14k,magnus,6,1,18,445,434,10.8k,warlock,5,1,19,306,321,9.1k,outworld-devourer,11,1,17,471,566,11.2k
2290769819,Europe West,26:42,Radiant,doom,3,3,14,291,329,6.9k,puck,3,3,13,463,483,9.2k,witch-doctor,6,1,14,322,351,6.3k,natures-prophet,2,2,19,466,485,10.1k,phantom-lancer,11,0,9,573,570,11.4k,lina,1,7,7,230,226,4.3k,chaos-knight,3,5,5,407,423,3.8k,earth-spirit,0,4,6,183,184,4.8k,invoker,1,4,5,467,446,5.3k,faceless-void,4,5,1,302,311,3.7k
2290675650,China,45:59,Radiant,outworld-devourer,14,6,10,626,522,18.3k,nyx-assassin,4,11,20,411,328,12.7k,earthshaker,4,12,15,423,334,6.4k,morphling,15,8,9,719,704,22.3k,ursa,17,9,11,652,589,22.1k,tidehunter,3,9,21,454,369,8.7k,skywrath-mage,8,16,20,421,330,15.8k,shadow-fiend,19,8,11,704,635,25.4k,bounty-hunter,7,11,27,579,489,11.2k,anti-mage,8,10,17,706,543,10.5k
2290696954,Europe West,30:25,Radiant,legion-commander,12,1,12,613,658,13.5k,invoker,9,3,16,675,707,13.4k,dark-seer,2,5,17,432,446,4.8k,enchantress,8,2,10,425,411,8.5k,spirit-breaker,2,5,20,331,339,6.8k,faceless-void,1,5,7,313,283,2.8k,gyrocopter,8,7,5,514,512,13.6k,zeus,3,7,10,281,282,14k,disruptor,1,5,11,269,249,3.7k,earth-spirit,1,10,7,160,189,5k
2290679548,Europe West,40:15,Dire,invoker,3,10,9,378,394,16.4k,juggernaut,4,7,4,492,419,7.7k,vengeful-spirit,2,13,5,142,154,4k,rubick,2,8,7,176,178,7.5k,tidehunter,3,11,6,302,240,7.7k,disruptor,9,6,20,343,355,8.1k,lich,9,2,30,454,367,10.7k,clockwerk,7,0,28,410,344,14.1k,magnus,5,5,24,526,381,9.6k,sven,19,2,19,807,798,24.3k
2290680300,Europe West,30:10,Radiant,lone-druid,13,1,13,618,707,14.7k,earthshaker,2,4,12,301,328,5.9k,slark,18,2,7,749,685,25.2k,witch-doctor,2,3,16,340,350,8.1k,lion,5,2,19,398,353,9k,legion-commander,6,6,1,399,440,9.7k,vengeful-spirit,0,6,4,229,263,1.5k,invoker,2,11,5,393,394,7.6k,beastmaster,2,9,3,296,275,3.9k,dazzle,1,9,3,187,317,2.8k
2290648124,Europe West,44:17,Radiant,enchantress,6,3,13,322,362,10.2k,invoker,6,5,24,418,419,10.9k,io,4,7,17,334,314,4.3k,lone-druid,4,3,17,597,634,10k,ursa,13,0,12,646,594,18.3k,witch-doctor,2,10,11,210,196,3.6k,spectre,3,7,14,465,423,14.7k,zeus,5,5,10,349,378,18.5k,oracle,5,7,6,249,244,4.3k,beastmaster,3,5,8,358,331,6.9k
2290533416,Europe West,1:30:17,Radiant,vengeful-spirit,1,16,30,280,218,3.9k,slark,22,7,18,359,669,26k,sniper,26,5,19,362,687,38k,bane,8,3,22,364,307,9.7k,tidehunter,0,14,29,279,226,8.1k,bounty-hunter,6,16,28,346,326,10.3k,beastmaster,4,11,18,359,337,10.6k,zeus,14,11,23,360,391,40k,lion,12,10,12,362,319,11.8k,juggernaut,9,9,13,359,688,12.7k
2290617827,China,42:18,Dire,spirit-breaker,5,15,9,270,231,9.2k,juggernaut,7,8,7,536,523,13.6k,vengeful-spirit,4,13,11,296,284,5.4k,lifestealer,4,10,7,364,312,9.6k,templar-assassin,7,5,10,682,542,13.1k,invoker,14,5,19,757,721,17.6k,bounty-hunter,5,7,25,408,433,4.4k,clinkz,22,6,8,711,652,27.3k,zeus,4,4,27,462,381,14.5k,slardar,4,5,21,497,384,6k
2290588781,Europe West,52:01,Dire,invoker,15,4,10,615,539,22.5k,oracle,1,11,15,246,225,2.2k,shadow-shaman,0,13,12,186,184,1.7k,ursa,13,10,7,593,474,17.7k,natures-prophet,1,7,14,635,575,12.6k,lone-druid,9,5,24,536,546,16.1k,doom,10,8,22,425,413,8.9k,zeus,9,5,25,590,491,32.4k,rubick,5,7,18,434,388,5.4k,juggernaut,11,5,15,623,646,20k
2290591353,Europe West,40:05,Dire,lone-druid,5,4,3,569,583,10.5k,beastmaster,1,9,6,269,317,4.7k,death-prophet,3,5,10,438,451,14.1k,rubick,3,9,8,229,237,6.2k,bounty-hunter,1,8,8,168,231,6k,gyrocopter,8,3,18,530,666,18.7k,invoker,15,1,12,759,688,17.8k,dark-seer,4,4,24,425,471,10k,bane,2,2,12,252,290,3k,spirit-breaker,6,5,18,302,313,5.6k
2290588516,China,41:22,Radiant,pudge,15,9,20,412,420,15.9k,doom,3,11,23,290,363,6.2k,zeus,9,9,24,389,394,17.9k,invoker,16,2,20,730,593,18.5k,spectre,9,8,31,674,617,21.6k,slark,15,6,8,646,528,20.5k,outworld-devourer,11,9,11,600,520,17.4k,tiny,2,12,10,365,360,8.7k,riki,3,13,12,245,207,4.4k,rubick,4,13,10,252,209,4.7k
2290603489,Europe West,31:03,Radiant,dazzle,2,7,16,342,319,4.4k,windranger,11,3,9,487,434,13.9k,vengeful-spirit,3,3,14,246,250,6.5k,anti-mage,7,2,7,673,677,8.1k,tidehunter,6,1,17,449,389,9.8k,templar-assassin,5,6,4,344,328,9.8k,beastmaster,1,6,12,236,209,5.9k,legion-commander,3,5,8,321,315,7.5k,silencer,5,6,11,231,219,10.1k,lion,2,6,11,215,189,6.1k
2290551235,Europe West,54:23,Dire,windranger,14,13,16,593,527,25.9k,faceless-void,7,11,14,474,399,9.8k,drow-ranger,14,12,7,543,544,12.4k,vengeful-spirit,5,16,18,333,318,8.8k,bane,4,14,21,341,309,7.7k,puck,8,9,34,620,486,18.4k,chaos-knight,23,8,20,616,585,26.4k,disruptor,10,9,35,493,418,13.1k,lone-druid,17,7,22,595,612,15.9k,witch-doctor,7,11,30,358,341,11.4k
2290542736,Europe West,57:27,Dire,lifestealer,4,5,9,527,402,10.6k,warlock,4,10,8,225,225,12.3k,vengeful-spirit,2,10,6,251,194,5.2k,bristleback,6,5,11,405,334,15.7k,outworld-devourer,7,9,5,376,341,8.8k,disruptor,0,4,27,310,239,6.6k,tidehunter,2,8,20,376,274,7.3k,windranger,17,5,13,568,513,20.8k,witch-doctor,9,2,18,402,286,11.9k,juggernaut,11,4,11,564,593,12.6k
2290518730,Europe West,47:31,Radiant,earth-spirit,5,9,22,378,346,9.8k,invoker,6,1,21,565,598,11.2k,disruptor,3,4,17,274,263,4.3k,beastmaster,6,6,15,469,438,9.7k,gyrocopter,14,6,17,532,559,17k,bane,2,9,10,204,189,1.9k,chaos-knight,6,6,14,460,437,8.6k,outworld-devourer,12,8,10,608,544,14.4k,enigma,2,6,16,408,443,7.9k,batrider,3,6,15,482,384,7.3k
2290543588,Europe West,34:13,Dire,vengeful-spirit,1,7,4,275,254,2.2k,natures-prophet,2,7,4,358,372,4.7k,chen,1,3,3,193,318,2.5k,drow-ranger,1,2,4,416,487,3.2k,windranger,4,5,4,397,385,8.3k,witch-doctor,3,3,14,322,303,4.4k,invoker,6,1,15,542,560,9.8k,crystal-maiden,5,3,13,422,362,8.4k,medusa,6,2,6,648,715,8.4k,faceless-void,4,0,15,467,406,4.1k
2290501567,China,46:13,Dire,meepo,11,8,5,703,565,14.9k,slark,10,7,10,637,584,15.4k,disruptor,7,8,10,203,251,6.8k,slardar,2,11,13,272,256,4.5k,earth-spirit,3,6,16,258,252,6.9k,phoenix,10,8,21,483,373,19.6k,lifestealer,10,4,19,613,494,17.7k,shadow-shaman,2,12,19,259,296,5.2k,outworld-devourer,13,4,13,558,512,17.6k,ember-spirit,4,5,19,709,603,19.3k
2290495928,China,39:30,Radiant,juggernaut,15,6,15,673,626,17.8k,zeus,14,2,29,542,457,32.7k,magnus,5,2,13,473,403,8.4k,slark,16,1,22,762,645,28k,crystal-maiden,3,6,18,300,280,5.3k,nyx-assassin,3,10,6,391,263,9.3k,necrophos,2,17,7,180,198,4.4k,morphling,6,4,3,608,475,12.9k,silencer,0,15,5,149,168,5.8k,lone-druid,5,9,5,421,366,11k
2290498151,Europe West,26:27,Dire,death-prophet,0,7,4,226,248,4.3k,outworld-devourer,1,7,1,240,251,2.4k,rubick,0,7,4,107,138,2.3k,doom,3,3,0,356,365,7.6k,vengeful-spirit,0,5,3,114,135,3.3k,warlock,4,2,12,323,340,6.3k,faceless-void,5,0,9,491,509,5.1k,enchantress,6,0,10,392,384,9.8k,earth-spirit,2,2,8,314,310,4.4k,nyx-assassin,12,1,10,452,455,19k
2290433600,Europe West,55:14,Radiant,faceless-void,6,10,32,456,386,8.4k,juggernaut,17,6,16,588,569,22.1k,death-prophet,14,9,19,592,524,23.5k,lion,0,9,14,406,256,3.5k,jakiro,6,7,28,479,309,13k,zeus,16,7,21,534,391,37.9k,tidehunter,3,9,30,489,341,9.4k,gyrocopter,12,10,22,547,475,20.3k,warlock,4,7,25,363,276,13.3k,disruptor,6,11,23,238,234,4k
2290441579,Europe West,47:12,Dire,juggernaut,5,5,1,606,585,5.4k,ember-spirit,3,7,3,585,483,8k,natures-prophet,1,11,8,328,422,9.1k,chen,3,8,5,218,273,3.4k,rubick,0,11,9,174,178,3.1k,dark-seer,4,3,21,520,542,6.9k,spectre,20,2,17,695,768,31.8k,zeus,8,2,19,605,551,20.6k,witch-doctor,6,4,12,393,341,7.7k,earth-spirit,3,2,21,439,320,7.5k
2290349869,Europe West,1:08:14,Radiant,bane,4,12,17,309,249,9k,zeus,11,9,39,474,420,40.8k,io,6,12,36,468,340,7.6k,gyrocopter,22,12,22,479,660,38.5k,beastmaster,13,9,35,476,417,14.4k,vengeful-spirit,4,14,20,337,259,7.4k,death-prophet,21,8,19,475,629,30.9k,bounty-hunter,3,15,30,354,321,7.6k,outworld-devourer,20,9,13,491,639,29.2k,night-stalker,6,11,27,382,302,10k
2290374597,China,47:21,Dire,earth-spirit,2,11,23,329,247,7.4k,slark,23,7,11,685,619,31.9k,skywrath-mage,5,14,18,254,219,7.9k,ursa,14,6,8,575,457,18.9k,windranger,9,9,22,611,464,16.6k,lion,3,13,15,226,261,5.1k,necrophos,10,16,19,498,486,16.8k,legion-commander,3,10,14,492,458,6.6k,anti-mage,16,5,5,693,887,21.5k,bounty-hunter,14,9,19,648,539,15.7k
2290424920,Europe West,23:36,Dire,mirana,2,2,12,280,300,5.2k,outworld-devourer,8,2,6,345,405,7.8k,witch-doctor,1,3,7,199,201,2.4k,night-stalker,1,5,7,281,283,3k,chaos-knight,3,3,7,401,419,4.9k,enchantress,1,2,9,337,377,2.8k,lycan,4,2,7,453,604,6.4k,invoker,4,4,7,496,596,6.5k,disruptor,2,4,11,222,308,2.7k,beastmaster,3,3,7,370,492,3.4k
2290367802,China,45:45,Radiant,meepo,8,10,7,650,506,10k,phoenix,11,9,28,510,382,19k,phantom-lancer,15,6,21,721,661,18.5k,doom,13,5,16,592,541,17.6k,pudge,9,8,27,440,385,14.4k,tiny,10,15,10,524,446,21.4k,lich,8,10,8,402,293,12.8k,invoker,10,9,8,708,569,17.9k,magnus,6,5,9,604,466,8.1k,bounty-hunter,1,18,22,302,277,5.9k
2290287848,Europe West,1:05:38,Radiant,lion,3,14,31,317,277,6k,silencer,14,10,36,494,504,24.8k,tidehunter,7,9,39,493,432,13.8k,pudge,7,9,26,354,306,13.4k,invoker,25,8,19,494,681,36.3k,vengeful-spirit,2,18,20,229,215,5k,juggernaut,16,10,22,493,472,16.3k,witch-doctor,13,10,21,410,304,13.1k,faceless-void,1,12,36,366,302,5.8k,zeus,14,6,30,497,513,44.5k
2290378035,China,25:47,Radiant,death-prophet,15,1,10,597,637,18.7k,lion,3,3,12,352,330,4.7k,undying,3,5,14,344,281,3.9k,ember-spirit,7,1,13,586,500,9.2k,bounty-hunter,3,5,15,255,333,5.2k,beastmaster,3,6,6,280,294,7.5k,rubick,3,8,8,277,282,5.4k,lina,4,11,3,344,328,8.5k,enchantress,1,3,10,253,277,4.1k,gyrocopter,4,5,8,375,429,9.6k
2290190225,China,1:07:47,Radiant,pudge,24,10,31,485,435,26.9k,spectre,27,10,34,478,629,42.4k,tinker,11,14,25,478,465,27.6k,bounty-hunter,6,8,45,479,429,6.6k,skywrath-mage,8,12,35,423,344,16.4k,silencer,5,18,22,281,239,9.2k,elder-titan,6,18,19,471,351,14k,slark,23,10,9,497,619,30.1k,shadow-demon,8,15,15,339,291,13.2k,shadow-fiend,7,16,12,478,530,17.5k
2290192624,China,58:30,Dire,gyrocopter,10,9,19,535,549,19.6k,enchantress,9,9,17,473,388,15.8k,witch-doctor,7,11,23,373,330,11.1k,windranger,9,6,17,539,478,12.9k,venomancer,4,15,29,257,269,10.5k,templar-assassin,13,7,22,554,630,19.4k,spirit-breaker,4,13,28,328,310,7.4k,bounty-hunter,1,7,41,443,421,6k,necrophos,20,6,21,555,626,19.8k,lifestealer,11,7,22,554,560,18.9k
2290287932,China,17:41,Radiant,zeus,1,1,7,256,324,8.5k,meepo,3,1,7,908,620,5.7k,ogre-magi,1,1,9,252,285,2.2k,invoker,8,0,3,424,623,6.5k,faceless-void,2,2,8,275,362,4.4k,phantom-lancer,1,4,2,235,283,5.5k,beastmaster,0,1,2,287,272,1.5k,juggernaut,2,3,1,379,328,5.1k,dazzle,2,4,2,206,233,5.2k,lone-druid,0,3,0,362,318,3.1k
2290164902,Europe West,44:00,Dire,broodmother,4,16,3,404,397,5.7k,skywrath-mage,8,10,8,481,381,10.9k,gyrocopter,3,12,11,505,488,9.4k,oracle,4,13,13,317,270,8.4k,invoker,5,6,11,736,653,17k,lion,6,12,17,355,303,5.9k,beastmaster,7,6,22,622,548,11.2k,clinkz,11,3,17,648,552,14k,puck,12,1,27,740,665,16.6k,natures-prophet,18,4,28,743,803,21.2k
2290112288,China,54:05,Radiant,chaos-knight,8,8,17,428,401,15.6k,lone-druid,6,4,16,475,551,11.1k,pudge,5,12,18,355,309,9.2k,death-prophet,9,6,14,501,471,19k,phoenix,5,9,21,486,405,10.4k,earthshaker,8,4,23,373,349,12.8k,doom,2,9,28,359,340,10.2k,outworld-devourer,9,9,7,497,502,10.1k,bounty-hunter,9,4,26,360,357,8.2k,gyrocopter,8,8,23,519,508,19.6k
2290129859,SE Asia,37:34,Dire,juggernaut,3,10,10,490,438,13.4k,enchantress,6,9,11,333,360,7.2k,faceless-void,1,9,17,412,364,4.4k,beastmaster,6,9,6,380,391,8.4k,disruptor,3,8,12,288,289,4.5k,vengeful-spirit,2,7,16,270,265,7k,bounty-hunter,10,4,27,441,540,14k,puck,19,5,14,704,612,24k,medusa,2,3,26,626,646,16k,batrider,9,3,25,460,441,18.6k
2290064591,China,47:36,Dire,undying,2,11,16,284,259,6.2k,morphling,9,12,6,445,451,13.9k,lina,16,5,6,680,536,25.3k,slardar,6,6,13,346,286,8.9k,pudge,2,8,8,243,235,5.2k,weaver,11,4,17,681,565,19.8k,lone-druid,12,3,20,634,597,22.1k,lion,5,13,13,302,302,6k,doom,6,7,21,454,438,8.8k,juggernaut,8,10,12,425,487,13.9k
2290087965,China,34:14,Radiant,terrorblade,11,4,10,634,679,13.4k,invoker,6,8,17,448,464,11.6k,beastmaster,4,7,16,456,379,8.7k,oracle,4,7,16,218,245,6.9k,vengeful-spirit,6,7,12,338,305,8.1k,io,6,10,23,363,285,8.3k,chaos-knight,10,9,11,466,428,18.2k,outworld-devourer,12,6,8,520,480,15.5k,bounty-hunter,2,8,14,210,236,3.5k,dark-seer,2,0,13,430,413,7.1k
2290057283,China,31:20,Dire,invoker,2,7,10,540,491,11.6k,earthshaker,2,10,9,259,292,6.6k,morphling,9,5,6,568,523,12.1k,clockwerk,3,8,8,225,220,5.9k,zeus,8,8,7,335,355,20.5k,alchemist,14,4,11,751,1k,22.7k,vengeful-spirit,5,6,12,263,269,6.1k,slardar,3,5,16,477,346,4.3k,juggernaut,11,3,9,673,625,13.8k,bounty-hunter,4,7,23,288,375,6.1k
2290033245,SE Asia,23:34,Radiant,rubick,7,3,12,342,416,6.4k,enchantress,5,0,13,385,424,9.2k,outworld-devourer,3,3,10,407,550,7.2k,juggernaut,6,1,10,481,597,6.8k,nyx-assassin,3,0,14,400,373,8k,windranger,3,8,1,331,372,8.3k,vengeful-spirit,0,4,4,173,180,2.6k,batrider,2,6,2,276,296,5.2k,sven,0,4,5,475,479,2.7k,witch-doctor,2,2,3,157,206,3.1k
2289962500,China,25:11,Dire,shadow-shaman,4,9,8,293,340,5.7k,witch-doctor,1,10,9,248,235,5.9k,viper,3,8,4,266,294,6k,lifestealer,4,5,4,458,394,7.3k,phantom-lancer,1,5,4,390,318,5.5k,io,5,3,24,421,339,5.2k,sven,5,2,9,607,614,7k,doom,15,2,14,665,620,17.5k,lion,1,4,13,334,287,3.9k,invoker,10,3,9,644,635,10.5k
2289911702,SE Asia,41:55,Dire,ogre-magi,0,10,9,241,191,3.8k,enchantress,12,5,12,394,345,15.4k,outworld-devourer,8,12,4,415,387,14k,gyrocopter,8,7,12,562,503,15.2k,beastmaster,2,8,27,407,365,9.3k,windranger,9,7,24,682,570,17.6k,lion,5,6,26,388,354,8.3k,batrider,4,4,24,461,407,8.7k,spectre,18,4,17,748,713,22.6k,witch-doctor,6,10,21,302,344,7.1k
2289877142,China,59:15,Radiant,lina,14,8,15,546,579,18.3k,spectre,17,3,19,546,776,30.8k,kunkka,2,6,26,298,265,4.7k,vengeful-spirit,0,7,19,252,229,2.8k,enchantress,9,3,15,443,381,11.3k,night-stalker,0,9,14,356,323,3.5k,clinkz,14,10,5,565,528,20.7k,zeus,5,6,11,451,423,22.4k,beastmaster,5,10,7,334,310,5.8k,witch-doctor,3,7,6,284,263,5.4k
2289881641,China,25:11,Radiant,io,6,5,16,387,358,6.8k,tidehunter,1,1,8,420,366,3.6k,chaos-knight,15,1,12,581,591,22.8k,outworld-devourer,1,2,9,362,373,4.5k,omniknight,5,3,6,291,285,3.2k,enchantress,1,6,2,263,247,4.9k,nyx-assassin,2,6,4,230,223,4.2k,earth-spirit,0,6,5,193,191,3.5k,clinkz,4,4,3,438,426,8.3k,windranger,4,6,1,316,377,8.6k
2289792314,SE Asia,44:44,Dire,phantom-assassin,5,8,11,562,510,10.4k,lion,2,14,10,223,203,4k,slardar,8,6,13,358,337,8.1k,invoker,8,6,8,438,401,14.2k,witch-doctor,3,8,12,245,239,7.9k,rubick,4,7,21,313,291,8.5k,enchantress,14,8,19,345,428,16.1k,puck,10,2,21,539,494,19k,juggernaut,9,5,24,677,588,16.4k,batrider,5,4,25,492,411,11.7k
2289795624,China,21:48,Dire,death-prophet,3,8,4,433,367,5.6k,faceless-void,0,3,3,294,240,2.9k,beastmaster,0,3,7,241,259,3.4k,oracle,7,5,7,323,313,6.3k,juggernaut,4,3,2,566,530,6.3k,rubick,5,0,8,334,309,6.6k,anti-mage,4,1,3,891,698,8.3k,batrider,5,4,8,582,461,8.5k,invoker,6,4,8,431,430,9.9k,vengeful-spirit,1,5,13,326,247,4.8k
2289687790,China,19:25,Radiant,alchemist,3,1,5,642,942,7.4k,bounty-hunter,9,1,16,336,504,8.8k,night-stalker,3,2,13,324,391,7.1k,undying,6,5,16,270,385,6.1k,gyrocopter,7,2,9,423,572,11.8k,spectre,2,5,7,299,334,4.9k,lifestealer,1,4,4,308,289,4k,witch-doctor,2,10,5,133,210,3.7k,spirit-breaker,3,4,4,296,319,2.4k,earth-spirit,2,6,8,242,348,5.4k
2289618568,China,23:03,Radiant,invoker,5,4,12,518,719,8.6k,enchantress,6,1,14,467,580,9.8k,spirit-breaker,7,1,12,375,521,6.6k,clinkz,10,1,8,506,676,11.4k,disruptor,2,4,10,173,348,3.2k,phoenix,1,8,8,249,272,8.6k,slardar,1,5,7,321,300,4k,pudge,3,9,6,289,322,7.2k,zeus,3,7,4,264,306,8.1k,spectre,3,2,4,362,383,2.5k
2289514551,China,44:44,Radiant,phoenix,5,9,27,362,318,18.1k,slardar,9,4,24,552,407,13.1k,phantom-lancer,8,7,15,591,591,14k,outworld-devourer,18,6,6,514,567,23.9k,omniknight,1,12,6,241,248,4.3k,invoker,10,7,12,521,471,14.6k,faceless-void,7,8,17,451,404,9.2k,doom,8,7,23,393,331,14.4k,ember-spirit,9,8,18,532,446,19.9k,witch-doctor,4,11,22,283,261,8.5k
2289285364,US West,23:34,Dire,death-prophet,1,7,2,313,269,3.6k,treant-protector,1,3,1,94,157,1.1k,lion,2,5,0,149,184,3.2k,tidehunter,1,8,1,183,185,3.8k,phantom-lancer,0,5,3,268,260,4k,zeus,13,0,12,596,539,20k,ursa,8,1,8,500,532,8.8k,dazzle,0,0,10,243,250,1.4k,spirit-breaker,3,2,15,361,373,6.4k,disruptor,4,2,9,176,256,3.9k
2289257514,US East,35:31,Radiant,bristleback,15,3,22,506,522,20.8k,silencer,10,3,18,498,470,9.6k,shadow-shaman,6,6,18,350,410,6k,chaos-knight,9,1,21,544,557,14.8k,crystal-maiden,3,7,21,338,383,8k,brewmaster,5,9,6,347,288,7.7k,vengeful-spirit,1,10,14,209,212,4.7k,venomancer,6,6,9,256,307,9.3k,gyrocopter,4,9,8,281,311,10.5k,timbersaw,4,10,3,298,281,5.1k
2289263995,China,20:11,Radiant,beastmaster,5,2,5,332,406,8.1k,juggernaut,3,4,5,464,467,6k,lion,2,2,4,286,253,4.3k,bounty-hunter,5,0,9,289,360,4.1k,tinker,4,1,6,436,430,11.9k,morphling,0,1,0,246,266,342,omniknight,1,2,5,271,216,3.3k,death-prophet,0,4,2,340,309,6.4k,slardar,6,6,1,312,343,5.6k,clockwerk,2,6,1,163,173,2.3k
2289246987,US West,15:25,Dire,death-prophet,0,3,0,256,180,3.3k,juggernaut,0,2,0,238,279,3.3k,witch-doctor,0,4,1,52,119,1k,shadow-shaman,0,5,1,132,153,1.5k,dragon-knight,1,2,0,342,361,3.2k,shadow-fiend,6,0,2,459,447,5.4k,slark,5,0,7,398,323,5.7k,vengeful-spirit,1,0,5,148,148,2.4k,spirit-breaker,3,1,8,321,353,4.3k,dazzle,1,0,10,219,195,2.1k
2289174227,US East,1:02:00,Radiant,jakiro,5,7,12,332,259,6.3k,queen-of-pain,15,2,15,522,651,24.4k,faceless-void,11,5,25,523,518,14.3k,gyrocopter,6,8,17,469,477,16k,vengeful-spirit,2,8,10,374,308,4.4k,death-prophet,7,6,15,523,460,16.3k,juggernaut,12,7,12,522,731,20.8k,dark-seer,2,6,22,474,357,7.7k,witch-doctor,3,7,11,236,221,4.3k,skywrath-mage,4,13,9,301,244,6.6k
2289178542,US East,32:29,Dire,lina,5,7,4,348,389,7.6k,witch-doctor,2,7,6,205,188,3.9k,tidehunter,2,4,4,359,300,5k,spectre,1,5,7,360,325,6.1k,tusk,1,6,6,202,170,2.7k,templar-assassin,6,3,13,491,488,13.3k,enchantress,6,2,10,331,369,11.7k,earth-spirit,2,5,15,271,299,5.5k,weaver,13,0,5,573,616,14k,lone-druid,2,1,4,591,565,5.9k
2289169086,US East,47:31,Radiant,oracle,7,9,22,292,295,9.6k,slark,6,6,19,669,575,11.5k,ancient-apparition,10,5,19,510,442,10.2k,beastmaster,15,9,21,624,529,22.5k,zeus,15,4,23,557,505,32.1k,bounty-hunter,4,12,18,442,374,6k,batrider,4,13,17,411,362,9.7k,lion,6,12,12,339,293,6.6k,doom,9,8,11,554,477,13.9k,juggernaut,10,8,6,683,691,10.8k
2289157990,US East,55:48,Dire,spirit-breaker,6,10,20,388,334,9.2k,necrophos,2,7,16,305,280,5.6k,tiny,14,7,12,583,656,24.9k,jakiro,4,7,15,240,237,8k,tidehunter,3,7,12,403,332,9.5k,abaddon,3,6,25,468,339,8.9k,lion,1,7,24,307,258,4.5k,gyrocopter,14,6,14,580,692,19.4k,disruptor,6,4,27,390,337,7.5k,death-prophet,14,7,18,580,551,26.3k
2289162649,US East,48:18,Dire,leshrac,6,10,18,320,351,14.1k,spectre,11,8,14,558,487,20k,invoker,6,5,17,462,506,10.7k,slardar,6,8,14,452,347,7.4k,dazzle,1,8,10,261,244,2.1k,lina,17,4,11,620,552,18.5k,lifestealer,5,3,26,628,478,18.4k,doom,4,5,18,379,356,8.3k,vengeful-spirit,2,11,13,240,257,3.8k,slark,11,8,19,560,538,17.6k
2289154061,US East,48:12,Dire,outworld-devourer,7,7,5,478,440,13.5k,invoker,5,5,7,605,561,14.6k,enigma,2,10,5,181,228,3.2k,doom,1,11,7,329,383,6.4k,bane,0,7,4,169,154,1.6k,clinkz,21,1,11,679,732,28.2k,witch-doctor,4,4,18,323,311,9.2k,tidehunter,3,2,23,422,370,5.8k,vengeful-spirit,2,4,19,313,284,4.2k,templar-assassin,10,4,11,630,564,12k
2289155565,US East,33:26,Radiant,zeus,13,3,14,457,602,22.9k,abaddon,7,2,17,420,442,11.4k,rubick,5,2,14,293,349,7.6k,jakiro,1,1,22,319,356,6.5k,spectre,9,6,14,536,535,12.3k,shadow-demon,0,7,6,158,160,3.4k,lina,9,6,1,395,380,13.3k,lone-druid,3,7,3,361,437,6.2k,lion,0,11,5,173,185,2.8k,juggernaut,2,5,2,447,404,8.6k
2289156393,US East,28:48,Dire,beastmaster,4,8,7,300,265,6.8k,juggernaut,4,4,7,409,391,7.7k,ancient-apparition,6,6,6,264,263,7.9k,lion,1,9,8,248,185,3.2k,alchemist,2,8,10,338,331,6.2k,slark,12,1,8,720,600,13.9k,death-prophet,8,6,10,541,500,13.2k,earth-spirit,6,3,18,353,358,8.4k,witch-doctor,2,6,5,209,238,3.5k,dark-seer,7,4,13,474,454,9.5k
