ID,Region,Duration,Winner,Hero1,K1,D1,A1,XPM1,GPM1,DMG1,Hero2,K2,D2,A2,XPM2,GPM2,DMG2,Hero3,K3,D3,A3,XPM3,GPM3,DMG3,Hero4,K4,D4,A4,XPM4,GPM4,DMG4,Hero5,K5,D5,A5,XPM5,GPM5,DMG5,Hero6,K6,D6,A6,XPM6,GPM6,DMG6,Hero7,K7,D7,A7,XPM7,GPM7,DMG7,Hero8,K8,D8,A8,XPM8,GPM8,DMG8,Hero9,K9,D9,A9,XPM9,GPM9,DMG9,Hero10,K10,D10,A10,XPM10,GPM10,DMG10
2283535730,Europe West,30:45,Radiant,spirit-breaker,3,4,25,349,303,4.6k,outworld-devourer,13,2,11,617,609,15.4k,zeus,10,2,16,558,501,20.1k,winter-wyvern,1,3,16,374,378,5.3k,batrider,7,5,12,541,454,7.2k,io,3,8,9,242,206,5.7k,slark,4,5,10,594,551,9.3k,queen-of-pain,0,4,7,400,349,8.7k,bounty-hunter,5,7,5,207,263,4.1k,broodmother,3,10,2,341,320,2.8k
2283533433,Europe West,31:02,Dire,earth-spirit,2,9,14,259,274,7.4k,phantom-assassin,5,5,8,519,453,9.1k,vengeful-spirit,3,6,9,308,286,4.9k,invoker,4,8,12,490,483,9.9k,batrider,5,7,7,250,317,7.4k,night-stalker,6,6,11,344,366,5.2k,disruptor,3,5,23,349,331,5.5k,outworld-devourer,18,1,10,654,652,18.7k,natures-prophet,4,8,24,481,527,9.9k,juggernaut,4,1,21,585,590,8.7k
2283532687,Europe West,29:59,Radiant,oracle,2,2,11,248,249,4.3k,enchantress,4,4,13,300,296,7.9k,vengeful-spirit,9,5,12,542,539,12.1k,viper,8,9,9,485,544,14.4k,lone-druid,5,2,9,536,509,8.9k,templar-assassin,9,1,8,668,560,9.4k,witch-doctor,5,5,14,340,311,9.9k,disruptor,3,9,13,192,232,5.2k,juggernaut,3,6,5,457,430,5.4k,doom,1,7,5,380,365,7.9k
2283566790,China,16:57,Dire,razor,1,3,0,279,305,2.6k,witch-doctor,2,3,1,130,154,1.7k,faceless-void,2,3,2,340,298,4.1k,vengeful-spirit,2,3,2,185,186,2.5k,windranger,0,1,3,376,291,3.3k,puck,4,2,3,441,434,8.8k,bounty-hunter,4,2,3,184,270,4.2k,disruptor,0,1,6,223,209,1.9k,zeus,2,1,3,407,347,8k,sven,3,1,2,442,441,1.8k
2283542081,Europe West,18:39,Dire,death-prophet,1,9,3,256,252,3.9k,spirit-breaker,1,4,5,101,151,1.9k,enchantress,3,4,0,320,274,5.1k,vengeful-spirit,0,8,3,98,127,2.1k,ember-spirit,1,4,1,320,337,2.6k,mirana,6,0,13,279,349,5.1k,beastmaster,2,1,8,306,330,3.9k,puck,11,1,5,513,540,12.9k,pudge,4,6,11,339,347,8k,natures-prophet,5,0,13,482,513,6.8k
2283453732,Europe West,32:34,Radiant,earthshaker,1,3,18,297,238,5.8k,dark-seer,5,2,18,425,372,6.6k,lion,2,0,19,302,235,5.5k,invoker,11,0,14,604,572,13.8k,ember-spirit,8,1,10,725,593,11k,anti-mage,2,7,2,451,427,4.7k,shadow-shaman,2,7,3,176,227,5.1k,magnus,1,4,2,394,302,6.4k,ogre-magi,1,6,2,187,163,2.3k,slardar,0,5,3,241,232,3k
2283448059,China,49:21,Radiant,undying,4,8,31,503,399,10.7k,weaver,11,8,14,518,490,17.3k,bounty-hunter,4,8,22,387,376,6.1k,alchemist,15,8,17,666,934,32.4k,windranger,11,10,14,467,467,12.6k,slark,11,7,8,628,470,19.2k,zeus,4,10,20,448,417,28.7k,bristleback,7,8,14,580,540,18.1k,kunkka,10,8,20,438,424,13.2k,centaur-warrunner,7,12,15,311,349,7.8k
2283449065,Europe West,47:36,Dire,chaos-knight,13,8,14,498,533,21.9k,tusk,1,10,14,178,239,4.8k,queen-of-pain,8,8,12,435,422,13k,natures-prophet,6,6,13,389,508,12k,io,5,8,19,403,308,5.4k,vengeful-spirit,3,4,19,404,300,3.6k,night-stalker,5,9,22,531,423,12k,sven,14,4,12,680,734,18.2k,disruptor,2,10,18,291,283,6.2k,ember-spirit,13,8,19,681,697,15.1k
2283418781,Europe West,36:56,Radiant,axe,5,3,22,383,449,4.7k,zeus,21,1,17,642,568,36.1k,faceless-void,3,3,14,419,471,3.9k,lion,4,6,11,375,355,3.9k,necrophos,5,2,21,326,359,3k,viper,6,8,6,416,360,10.6k,vengeful-spirit,0,8,10,206,192,3.3k,spectre,3,7,6,369,334,9k,earthshaker,1,6,6,150,166,4.3k,dark-seer,3,9,6,287,288,8.7k
2283414218,Europe West,21:32,Radiant,doom,2,1,11,263,292,4.6k,enchantress,4,1,6,275,270,5.3k,tinker,5,2,9,513,464,13k,oracle,2,0,9,256,256,2.9k,sven,5,0,4,767,674,4.5k,outworld-devourer,1,3,2,314,268,4.1k,tidehunter,0,6,4,286,247,3.1k,phantom-assassin,2,3,1,325,327,4.1k,lion,0,3,1,125,162,1.3k,omniknight,1,3,2,150,190,951
2283408611,China,22:18,Dire,lone-druid,2,3,4,407,364,4.7k,enigma,1,4,3,299,329,3.7k,lion,3,4,4,185,193,3.9k,tidehunter,1,7,1,211,213,4.8k,gyrocopter,3,5,0,481,427,7.2k,disruptor,0,2,11,264,241,2.1k,bounty-hunter,2,3,13,251,356,4.2k,ursa,10,0,1,661,605,11.6k,broodmother,6,3,4,499,498,5.9k,alchemist,5,2,6,830,1.1k,10.5k
2283201715,SE Asia,1:41:34,Dire,crystal-maiden,3,10,35,319,278,9.4k,gyrocopter,27,9,34,319,741,41.1k,lion,8,13,37,320,254,14.1k,outworld-devourer,30,8,30,319,620,35.8k,dark-seer,15,9,54,320,455,18.1k,luna,23,14,15,323,653,37.4k,enchantress,17,16,15,321,393,27k,death-prophet,3,14,20,319,412,17.2k,tusk,3,21,36,321,322,8.1k,vengeful-spirit,2,19,18,294,269,5.2k
2283381062,Europe West,32:51,Dire,doom,2,6,5,258,278,6.2k,lion,3,7,5,236,222,4.6k,slark,3,2,3,495,457,4.6k,beastmaster,3,9,3,279,281,4.8k,invoker,2,6,8,389,411,7k,night-stalker,2,4,13,314,320,5.7k,sven,12,1,9,723,777,9.2k,witch-doctor,5,3,16,345,320,6.3k,puck,6,4,13,519,469,12k,enchantress,5,2,15,449,415,9.6k
2283379390,China,20:30,Dire,outworld-devourer,5,3,2,353,371,8.5k,witch-doctor,0,4,4,194,197,2.9k,faceless-void,1,2,3,249,224,1.6k,zeus,3,6,5,222,264,6.8k,spectre,0,4,2,288,246,3.6k,death-prophet,3,2,7,392,433,4.8k,earth-spirit,3,1,10,208,311,4.8k,broodmother,7,4,1,525,615,12.5k,vengeful-spirit,1,2,10,284,292,3.8k,juggernaut,5,0,7,421,507,6.3k
2283312239,Europe West,31:08,Dire,alchemist,9,6,11,560,669,15.2k,gyrocopter,6,4,9,561,553,10.8k,enchantress,3,8,9,271,265,6.1k,spirit-breaker,1,8,15,319,269,5.4k,oracle,4,7,1,201,225,3.1k,tiny,18,2,11,684,792,23.6k,vengeful-spirit,0,9,10,262,295,1.6k,io,2,9,19,344,329,3.6k,weaver,11,1,10,652,659,15.2k,natures-prophet,1,2,18,431,506,6.6k
2283257793,China,28:16,Radiant,invoker,16,7,11,475,608,20.7k,doom,5,3,15,449,411,9.3k,spirit-breaker,2,2,21,397,362,6.2k,mirana,6,3,16,407,425,7k,sven,3,3,11,661,601,10.1k,faceless-void,4,5,8,391,334,7.6k,queen-of-pain,6,6,6,449,382,12.1k,lion,1,8,8,208,199,3.6k,anti-mage,3,5,5,508,460,4.1k,winter-wyvern,3,8,9,370,366,6.8k
2283178758,Europe West,45:39,Dire,spirit-breaker,5,6,11,393,273,5.6k,outworld-devourer,3,7,6,314,230,6.1k,lion,4,7,7,252,219,5.9k,phantom-assassin,5,7,8,406,348,10k,mirana,7,2,10,286,245,7.5k,death-prophet,6,4,14,494,366,8.5k,disruptor,1,8,17,266,233,2.7k,sven,15,2,5,620,625,13.1k,crystal-maiden,2,4,0,151,208,1.4k,slardar,5,6,17,552,425,10.5k
2283239107,China,19:11,Dire,silencer,1,11,2,179,201,8.8k,vengeful-spirit,1,2,1,193,183,1.5k,spectre,1,3,2,288,276,2.1k,enchantress,1,7,3,216,245,2.6k,tidehunter,1,3,3,290,257,4.6k,tinker,10,1,10,461,546,15.1k,juggernaut,5,1,7,588,500,4k,earth-spirit,2,2,14,251,263,5.6k,zeus,7,1,9,356,325,10.9k,faceless-void,1,1,10,364,311,2.6k
2283173781,Europe West,36:44,Dire,jakiro,0,9,3,177,173,3.2k,dazzle,0,10,3,146,165,2.3k,dragon-knight,4,3,2,385,372,5.6k,tidehunter,0,7,2,221,200,2.7k,ursa,2,7,3,361,336,6.6k,necrophos,14,0,20,358,451,8.5k,sven,6,1,21,528,520,12.4k,disruptor,5,1,23,315,332,7.9k,puck,7,2,21,350,424,13.5k,earthshaker,4,2,21,309,327,7.4k
2283110354,China,35:09,Dire,ursa,6,9,3,340,369,7.7k,spirit-breaker,5,8,8,392,350,8.7k,lion,2,7,4,196,197,2.5k,bounty-hunter,2,6,6,205,223,2.4k,viper,5,5,5,425,434,12.8k,zeus,12,0,19,540,441,24.2k,spectre,8,6,19,462,395,11.1k,disruptor,5,5,14,188,218,3.8k,phoenix,1,7,25,368,296,7.9k,faceless-void,7,2,18,615,476,7.1k
2283132676,SE Asia,26:22,Dire,lina,3,5,5,205,269,7.2k,viper,0,5,4,304,309,4.4k,drow-ranger,0,7,3,268,302,1.9k,vengeful-spirit,4,9,5,157,191,4.4k,faceless-void,2,3,2,336,325,3.1k,lich,4,2,20,375,282,7.1k,outworld-devourer,6,4,12,409,417,9.4k,doom,2,2,18,381,399,4.4k,witch-doctor,4,0,22,321,274,6.5k,spectre,13,1,12,534,554,11.2k
2283105128,SE Asia,27:43,Dire,nyx-assassin,6,5,3,347,330,10.2k,dark-seer,1,3,6,369,389,5.1k,spectre,4,5,3,399,434,6.7k,vengeful-spirit,0,5,6,168,162,3.2k,beastmaster,0,5,4,311,348,2.5k,rubick,1,4,12,266,293,4.9k,outworld-devourer,9,4,7,514,510,9.4k,chen,1,2,17,317,350,4.9k,lycan,5,0,7,556,658,7.9k,batrider,7,2,10,423,431,6.6k
2283064671,China,25:38,Radiant,puck,7,1,14,514,495,12.3k,gyrocopter,12,5,10,580,611,14.8k,witch-doctor,1,11,15,260,275,5.2k,beastmaster,2,4,12,397,367,4.1k,doom,4,3,15,367,384,8k,ursa,7,6,6,547,462,12.9k,invoker,6,6,4,543,510,8.2k,night-stalker,3,3,13,413,332,5.9k,oracle,4,6,4,251,251,5k,dark-seer,2,7,8,338,344,4.7k
2283024653,China,34:53,Radiant,lion,5,5,9,357,312,6.1k,bounty-hunter,2,4,18,352,363,3k,outworld-devourer,15,3,10,545,610,19.7k,juggernaut,7,3,11,537,565,10.1k,tidehunter,3,1,14,609,481,9.6k,broodmother,5,7,4,423,370,6.8k,gyrocopter,3,8,6,414,381,8.2k,witch-doctor,7,7,6,274,302,9.5k,disruptor,0,6,11,240,221,4.8k,faceless-void,1,4,10,366,275,1.5k
2283042627,SE Asia,16:12,Radiant,chen,5,0,8,288,401,6.6k,invoker,1,0,6,487,504,3.4k,natures-prophet,1,0,4,399,518,4.6k,witch-doctor,3,1,8,237,344,2.9k,juggernaut,3,1,6,346,533,3.9k,earth-spirit,0,3,2,136,191,1.8k,outworld-devourer,1,2,1,326,357,4k,ember-spirit,1,3,0,279,327,1.7k,lion,0,3,2,149,161,1.8k,faceless-void,0,2,1,275,282,882
2282943203,SE Asia,31:42,Radiant,witch-doctor,9,4,15,360,375,12k,zeus,9,2,18,418,389,17.9k,spectre,7,1,19,590,533,13.1k,spirit-breaker,8,10,20,374,365,10.7k,phantom-lancer,4,2,14,588,538,8.9k,undying,4,9,10,232,242,4.2k,invoker,4,10,7,377,413,9.7k,viper,5,5,6,362,390,9.3k,slardar,4,9,10,277,261,6.3k,vengeful-spirit,2,4,9,271,233,6k
2282919841,China,42:46,Dire,invoker,11,8,10,686,634,15.9k,juggernaut,3,9,8,434,360,5.6k,pudge,5,10,12,359,317,8.4k,earth-spirit,2,3,14,449,315,9.5k,omniknight,2,8,12,309,275,3.9k,windranger,5,3,14,551,517,14.8k,slark,12,4,10,739,639,15.4k,doom,6,9,18,437,439,12.5k,outworld-devourer,7,5,16,557,490,12.6k,sven,7,4,13,720,633,14.1k
2282892975,China,54:18,Dire,invoker,0,0,0,-,123,-,dark-seer,0,0,0,-,123,-,disruptor,0,1,0,-,123,-,bounty-hunter,0,1,0,-,123,-,sven,0,1,0,4,129,-,juggernaut,0,2,2,19,152,203,medusa,1,1,2,41,154,652,phoenix,0,2,2,32,154,393,faceless-void,1,1,1,38,156,655,silencer,1,0,2,4,207,1.1k
2282924242,China,35:30,Dire,lina,5,5,2,335,328,6.5k,faceless-void,2,5,2,245,253,2.1k,sven,1,6,5,428,392,3.6k,phoenix,0,1,3,174,147,1k,zeus,1,5,6,315,287,9.3k,spectre,8,1,7,640,618,13.8k,bounty-hunter,2,3,12,266,268,2.9k,windranger,7,1,10,479,499,12.1k,silencer,2,1,11,194,221,4.1k,slardar,2,3,10,336,306,4.1k
2282926185,SE Asia,23:17,Radiant,viper,3,3,20,559,532,10.8k,vengeful-spirit,5,3,20,274,301,5.8k,oracle,10,1,9,307,325,9.1k,spectre,12,2,17,767,689,17.8k,puck,1,3,19,330,308,8.3k,witch-doctor,0,8,10,197,198,3.1k,necrophos,3,7,4,275,305,4.5k,pugna,5,6,5,317,367,9k,doom,2,5,4,288,291,6.6k,zeus,2,7,6,256,280,10.9k
2282918920,SE Asia,21:49,Radiant,doom,4,4,15,325,412,6.3k,vengeful-spirit,2,2,12,270,315,4.8k,puck,6,1,11,565,570,14.1k,sven,5,0,9,733,777,7.2k,natures-prophet,9,2,13,541,661,13k,invoker,2,4,4,431,456,7.4k,faceless-void,0,7,4,329,298,2.1k,earth-spirit,0,4,4,197,217,4.2k,juggernaut,2,5,1,336,390,4.1k,witch-doctor,4,6,2,227,237,5.8k
2282894734,China,15:17,Radiant,windranger,4,2,6,281,295,3.9k,winter-wyvern,0,0,3,189,212,1.9k,beastmaster,6,3,3,387,501,5.2k,queen-of-pain,2,1,4,482,504,3.5k,medusa,0,1,4,497,406,3k,puck,3,2,1,414,401,4.2k,night-stalker,1,1,4,274,231,1.8k,chen,1,2,4,200,240,2.6k,sven,1,4,1,365,333,298,vengeful-spirit,1,4,3,153,186,2.3k
2282843311,China,15:52,Dire,lion,4,4,5,213,261,4.1k,witch-doctor,1,3,6,183,209,2k,alchemist,1,9,2,345,442,2.7k,faceless-void,2,1,1,370,285,1.9k,ember-spirit,4,1,3,421,381,6.8k,ursa,10,0,1,719,640,11k,lich,2,2,5,283,272,3.7k,beastmaster,0,4,6,399,324,2.8k,puck,4,2,5,404,423,8.1k,bounty-hunter,2,5,3,207,269,3.3k
2282783971,SE Asia,38:27,Dire,alchemist,3,7,13,412,647,13.5k,ember-spirit,6,5,10,524,486,12.3k,lich,4,7,8,253,212,8k,lion,1,5,12,233,196,5.6k,faceless-void,3,4,10,394,302,5.2k,vengeful-spirit,3,6,9,209,262,4.8k,razor,7,2,11,459,498,10.3k,juggernaut,10,4,7,584,582,15.5k,beastmaster,4,4,10,500,466,8.8k,disruptor,3,3,17,283,310,10.3k
2282797344,SE Asia,26:59,Radiant,natures-prophet,5,5,20,570,676,10.3k,oracle,9,5,12,446,410,6.9k,earth-spirit,5,3,24,452,384,8.7k,faceless-void,9,0,20,737,619,10.7k,lina,9,2,16,701,598,15.8k,enigma,2,10,10,327,357,7.7k,bane,4,7,3,319,279,4.5k,ember-spirit,3,6,7,493,400,7.2k,death-prophet,1,9,6,422,406,4.7k,beastmaster,5,5,7,451,476,6.1k
2282760954,SE Asia,40:57,Radiant,rubick,5,5,18,380,321,4.2k,mirana,8,5,17,496,481,8.6k,invoker,8,7,18,470,437,12.4k,sven,8,4,9,621,585,12.3k,dark-seer,0,6,22,514,461,8.8k,spirit-breaker,3,9,17,215,218,5k,queen-of-pain,4,8,11,415,413,10.6k,natures-prophet,7,5,13,542,552,12.8k,lifestealer,3,2,10,424,361,5.6k,zeus,10,6,12,456,393,22.8k
2282779455,SE Asia,30:16,Dire,ogre-magi,3,6,6,159,160,6.2k,phantom-lancer,4,4,2,308,324,5.3k,zeus,6,3,4,352,351,13k,jakiro,0,4,9,212,182,5.4k,faceless-void,1,6,8,285,268,3.7k,lion,1,5,10,305,289,4.4k,natures-prophet,1,1,14,419,424,8.4k,sven,0,2,5,926,783,1.9k,doom,6,4,11,342,403,7.1k,lina,14,2,7,596,617,15.6k
2282710823,China,1:01:58,Dire,lone-druid,2,1,9,445,608,12.3k,juggernaut,7,2,8,522,689,12.4k,beastmaster,4,8,6,299,350,5.4k,rubick,3,8,11,248,217,7.3k,zeus,4,6,12,304,251,17.2k,invoker,2,5,16,528,428,7.5k,gyrocopter,6,3,8,523,790,13.4k,lycan,12,3,7,522,590,10.1k,lion,2,5,13,353,278,4.7k,tidehunter,1,4,12,398,342,4.8k
2282747667,China,40:20,Dire,earthshaker,6,6,10,379,350,10.8k,dazzle,0,8,13,248,217,3.7k,sven,6,7,7,682,591,12k,invoker,7,5,11,592,505,11.7k,chen,3,6,14,247,243,5.6k,enchantress,4,3,17,387,323,10.5k,phantom-lancer,10,4,15,576,528,10.3k,doom,6,7,21,438,422,11.7k,lion,3,5,18,342,259,6.3k,spectre,9,5,19,634,511,21.2k
2282761768,SE Asia,29:13,Radiant,zeus,6,3,21,463,478,18.2k,beastmaster,5,4,17,392,446,5.5k,oracle,9,3,14,334,341,8.9k,spectre,12,3,21,662,676,25.1k,puck,4,3,14,391,383,8.1k,witch-doctor,3,7,8,237,239,4.5k,faceless-void,3,10,8,367,330,4.9k,queen-of-pain,4,5,6,399,356,7.8k,clinkz,5,4,5,479,435,8.3k,earth-spirit,0,10,8,153,167,5k
2282694109,China,42:41,Radiant,faceless-void,6,2,19,549,409,5.4k,lich,3,3,17,321,273,8.4k,gyrocopter,5,6,13,361,468,10.7k,alchemist,13,3,14,759,1.1k,31.6k,earth-spirit,3,6,16,320,269,7.1k,dazzle,0,5,14,263,245,3k,slark,7,4,5,563,506,10.7k,beastmaster,3,9,7,317,341,6.8k,zeus,8,5,10,390,369,28.1k,tidehunter,2,7,10,372,373,6k
2282667589,SE Asia,41:04,Radiant,vengeful-spirit,2,2,12,345,259,4.3k,witch-doctor,0,3,11,250,255,5.5k,outworld-devourer,11,1,4,601,588,10.8k,sven,8,0,9,712,782,9.6k,faceless-void,3,2,9,343,317,4.2k,medusa,1,3,4,513,505,9.1k,lion,1,8,3,188,196,3.6k,earth-spirit,1,5,3,135,140,4.3k,nyx-assassin,3,3,3,327,276,5.9k,invoker,2,5,0,359,446,7.2k
2282661562,SE Asia,25:35,Radiant,witch-doctor,3,3,12,218,328,3.9k,tusk,7,2,17,396,432,7.7k,invoker,9,1,14,553,690,11.7k,juggernaut,4,0,8,638,681,7.5k,nyx-assassin,6,2,16,473,496,10.7k,earth-spirit,1,5,4,145,190,3.3k,jakiro,0,8,6,207,202,3.7k,outworld-devourer,2,7,2,328,328,4.8k,dark-seer,1,7,4,347,376,5.7k,spectre,2,2,5,415,368,6.2k
2282552139,China,54:35,Dire,clockwerk,7,14,14,289,321,15.3k,zeus,8,9,17,503,396,25.2k,doom,12,12,14,590,501,18.4k,dark-seer,1,10,17,410,379,7.5k,nyx-assassin,8,8,15,411,347,13.7k,earth-spirit,2,8,26,392,301,5.4k,outworld-devourer,16,7,14,567,514,19.7k,clinkz,18,4,13,594,667,22.7k,magnus,5,10,19,464,400,6k,broodmother,12,7,17,593,547,20k
2282547031,China,45:33,Radiant,phoenix,5,2,16,436,393,7.4k,medusa,5,3,7,531,663,7.5k,witch-doctor,1,3,8,317,294,3.4k,invoker,10,5,10,642,676,15.6k,tidehunter,4,1,15,475,402,7.1k,gyrocopter,5,5,4,500,534,10.1k,beastmaster,0,5,7,272,279,4.9k,rubick,3,8,6,240,265,5.4k,winter-wyvern,3,7,4,240,241,3.5k,ember-spirit,3,0,8,682,556,9.1k
2282497032,China,43:34,Dire,viper,6,11,5,349,372,11.1k,natures-prophet,1,2,12,405,444,8.3k,ember-spirit,9,5,7,743,679,16.3k,tusk,4,8,9,202,225,5.3k,oracle,1,11,12,219,219,4.5k,spectre,13,1,17,749,650,24.6k,death-prophet,10,4,12,533,510,10.8k,batrider,5,5,25,440,320,8.8k,enchantress,7,4,15,404,334,11.5k,disruptor,1,7,15,241,189,3.2k
2282492175,China,51:02,Radiant,spectre,7,3,22,637,620,16.4k,kunkka,9,3,21,510,549,14.3k,ancient-apparition,9,3,18,325,390,9.4k,bounty-hunter,8,5,23,381,410,12k,faceless-void,5,2,23,434,390,8.6k,lone-druid,3,5,8,389,482,9.5k,juggernaut,6,10,8,507,484,13.5k,leshrac,3,7,8,368,356,9.7k,witch-doctor,2,9,9,216,218,4.9k,chen,1,8,11,119,209,5.6k
2282420944,China,38:08,Radiant,sand-king,3,10,7,307,316,6k,spirit-breaker,7,9,11,298,365,5.9k,arc-warden,8,5,4,569,729,22k,slark,7,10,4,486,456,13.5k,bristleback,3,3,8,585,540,11.1k,invoker,14,7,11,463,394,17.2k,juggernaut,2,7,8,485,422,7.4k,earthshaker,2,1,20,472,339,12.1k,bounty-hunter,4,7,17,322,349,8.2k,windranger,12,6,9,536,464,11.6k
2282451824,SE Asia,17:54,Dire,death-prophet,0,7,3,324,218,3.5k,earthshaker,1,7,2,153,136,2.7k,undying,1,9,0,144,237,2.5k,dazzle,0,9,2,151,129,1.5k,lycan,1,6,1,238,220,4.4k,razor,16,0,8,688,801,17.2k,bounty-hunter,2,1,20,380,472,4.8k,clinkz,12,1,5,672,750,12.4k,lion,3,1,8,267,305,4.2k,beastmaster,5,0,11,482,507,7.7k
2282391921,SE Asia,35:34,Radiant,bane,2,3,11,333,296,4.3k,earth-spirit,5,2,15,407,354,8.8k,puck,10,2,13,496,484,12k,gyrocopter,11,1,15,599,672,14.6k,dark-seer,2,1,16,508,488,5.5k,batrider,3,8,4,257,252,5.9k,lone-druid,1,2,3,489,542,6.4k,windranger,1,6,8,319,340,8.6k,night-stalker,1,8,4,216,199,4.2k,witch-doctor,3,6,3,199,221,4.8k
2282385730,China,38:03,Radiant,witch-doctor,5,3,16,306,323,6.1k,night-stalker,9,3,10,403,406,9.8k,outworld-devourer,11,3,7,622,719,11.6k,spirit-breaker,5,2,25,369,405,7.3k,spectre,6,2,25,602,600,17.9k,lion,1,14,4,93,179,2.6k,nyx-assassin,2,6,7,201,209,5.6k,phantom-lancer,4,6,6,419,397,8.8k,lone-druid,1,6,2,361,421,5.4k,invoker,5,6,2,556,454,6.6k
2282411311,China,22:50,Radiant,windranger,7,1,9,560,589,12.4k,lion,4,0,6,305,355,4.4k,bounty-hunter,5,4,15,302,461,6k,broodmother,3,7,2,478,528,6.2k,clinkz,5,1,9,562,542,11k,vengeful-spirit,5,4,4,378,437,5k,rubick,2,5,9,261,290,2.7k,faceless-void,1,7,1,190,231,1.3k,invoker,2,7,4,389,382,5k,visage,2,1,9,309,272,6.2k
2282395950,China,27:39,Radiant,lone-druid,3,1,12,499,649,12.2k,invoker,11,2,5,541,648,13.6k,batrider,3,1,14,489,477,8.2k,rubick,2,4,12,251,329,6.6k,treant-protector,1,4,11,247,298,2.7k,death-prophet,3,4,5,391,363,9.1k,faceless-void,0,2,4,308,279,1.5k,morphling,6,5,1,458,463,6.4k,chen,1,5,5,209,223,1.6k,lion,1,5,7,215,237,3.6k
2282329537,US East,54:20,Dire,nyx-assassin,14,16,18,400,307,17.8k,earthshaker,5,14,29,427,346,14.6k,lion,8,11,18,459,358,11.7k,puck,15,13,24,534,383,23.2k,ember-spirit,28,10,14,609,875,37.3k,vengeful-spirit,5,21,16,393,307,7.3k,zeus,19,12,18,601,529,30k,morphling,27,7,12,596,795,33k,natures-prophet,8,21,28,409,494,19.3k,disruptor,3,12,34,515,331,10.8k
2282292060,China,58:00,Dire,pudge,11,14,17,428,354,13.4k,doom,4,15,24,377,372,12.2k,gyrocopter,12,6,18,558,634,16.6k,lich,10,5,21,562,347,12k,ursa,11,8,9,558,492,14.7k,alchemist,7,12,14,567,859,12.8k,windranger,17,7,15,562,511,21k,zeus,9,9,26,437,337,30.3k,beastmaster,3,11,20,355,303,6.1k,shadow-shaman,8,9,20,475,415,11.5k
2282287914,SE Asia,33:27,Dire,batrider,3,7,7,287,308,6k,slark,5,5,5,599,530,9.3k,ember-spirit,1,4,5,338,329,4k,earth-spirit,2,6,6,230,251,5.2k,dazzle,3,3,9,274,256,3.2k,witch-doctor,4,4,9,197,278,6.3k,disruptor,0,2,16,318,283,4.3k,puck,7,2,13,474,470,17.2k,spectre,11,4,10,601,543,10.9k,lone-druid,2,2,11,560,628,6.3k
2282322552,China,14:38,Radiant,death-prophet,6,0,3,420,470,6.2k,doom,2,0,7,319,331,3.4k,slark,5,1,2,422,440,4k,nyx-assassin,2,2,3,327,289,3.2k,vengeful-spirit,0,3,5,229,207,2.3k,spirit-breaker,2,3,4,210,219,5.3k,outworld-devourer,1,2,2,299,254,2.9k,lion,1,5,1,178,139,1.1k,batrider,2,2,2,240,267,3.8k,sven,0,3,0,318,316,813
2282286087,China,31:20,Radiant,anti-mage,8,1,4,803,747,8.2k,tidehunter,2,2,11,395,400,4.7k,puck,4,3,5,371,403,7.7k,chen,1,4,12,218,320,4.4k,vengeful-spirit,1,2,11,264,236,3.1k,clinkz,9,2,1,547,515,11.5k,death-prophet,1,3,7,402,396,7.3k,natures-prophet,0,4,7,298,369,5.5k,witch-doctor,0,4,7,222,235,3.1k,oracle,2,3,5,197,203,4.5k
2282289400,China,24:42,Dire,slark,6,5,2,466,457,5.4k,vengeful-spirit,1,7,10,232,222,5.5k,witch-doctor,0,5,9,236,220,2.8k,natures-prophet,5,3,7,319,385,8.2k,invoker,3,6,7,362,432,8.2k,spectre,7,1,18,658,526,14.3k,oracle,5,1,14,291,291,4.7k,tusk,2,4,13,239,245,4.4k,beastmaster,2,6,5,379,391,2.9k,puck,10,4,10,583,529,14.2k
2282261655,China,35:04,Dire,phantom-lancer,1,5,7,430,355,10k,nyx-assassin,5,5,8,344,284,8.5k,spectre,3,0,7,483,428,6.3k,natures-prophet,4,7,9,353,397,8.4k,bounty-hunter,3,8,10,199,223,5.8k,ember-spirit,9,3,8,594,568,12.1k,juggernaut,7,0,8,550,593,10.2k,legion-commander,5,2,10,447,489,7.7k,dark-seer,2,7,15,437,440,11.7k,dazzle,1,5,9,198,275,2.8k
2282232645,US East,31:00,Radiant,natures-prophet,3,6,16,477,459,11.7k,morphling,9,3,7,580,593,10.2k,clinkz,15,5,3,650,609,15.1k,witch-doctor,6,11,13,321,349,8k,vengeful-spirit,2,6,17,377,307,5.1k,skywrath-mage,2,11,6,234,215,6.9k,lion,3,4,5,316,274,5.5k,faceless-void,7,3,0,662,578,8.3k,windranger,6,9,6,536,463,14.1k,broodmother,13,9,1,531,523,16.2k
2282231474,China,25:31,Radiant,ursa,1,2,5,587,520,9.1k,doom,9,2,7,449,482,16.6k,jakiro,3,3,6,259,276,4.4k,spectre,9,0,10,501,547,14.7k,vengeful-spirit,2,1,12,336,340,5.8k,alchemist,2,6,1,352,487,6.3k,faceless-void,1,3,7,356,267,5.1k,dazzle,0,6,3,181,159,2.7k,juggernaut,1,5,2,255,259,2.6k,zeus,3,4,1,202,193,10.3k
